,geocode
53328,"Kendari, Sulawesi Tenggara, Indonesia"
53329,"Ketapang, Kalimantan Barat, Indonesia"
53330,"Klaten, Jawa Tengah, Indonesia"
53331,"Kotabaru Hilir, Kotabaru, Kalimantan Selatan, 72113, Indonesia"
53332,"Kotabumi, Lampung Utara, Lampung, Indonesia"
53333,"Kotamobagu, Sulawesi Utara, 95711, Indonesia"
53334,"Kuala Betara, Jambi, Indonesia"
53335,
53336,
53337,"Kudus, Jawa Tengah, Indonesia"
53338,"Kuningan, Semarang Utara, Semarang, Jawa Tengah, Indonesia"
53339,"Kupang, Nusa Tenggara Timur, Indonesia"
53340,"Langsa, Aceh, 24412, Indonesia"
53341,"Legian, Kuta, Bali, 80612, Indonesia"
53342,"Lhokseumawe, Aceh, Indonesia"
53343,"Lubuklinggau, Sumatera Selatan, Indonesia"
53344,"Lumajang, Jawa Timur, 67312, Indonesia"
53345,"Luwuk, Banggai, Sulawesi Tengah, 94711, Indonesia"
53346,"Madiun, Jawa Timur, Indonesia"
53347,"Magelang, Jawa Tengah, Indonesia"
53348,"Majalaya, Jawa Barat, 40382, Indonesia"
53349,"Malang, Jawa Timur, Indonesia"
53351,"Manado, Sulawesi Utara, 95122, Indonesia"
53353,"Manokwari, Papua Barat, 98312, Indonesia"
53354,"Mataram, Kec. Selaparang, Nusa Tenggara Barat, 83133, Indonesia"
53355,"Maumere, Sikka, Nusa Tenggara Timur, 86111, Indonesia"
53359,"Metro, Lampung, Indonesia"
53360,"Meulaboh, Johan Pahlawan, Aceh Barat, Aceh, Indonesia"
53361,"Nunukan, Kalimantan Utara, 77482, Indonesia"
53362,"Padang, Sumatera Barat, 25136, Indonesia"
53365,"Padang Sidempuan, Jalan Jenderal Sudirman, Sadabuan, Padang Sidempuan, Kota Padang Sidempuan, Sumatera Utara, 22715, Indonesia"
53366,"Palangka Raya, Kalimantan Tengah, 73112, Indonesia"
53367,"Palembang, Sumatera Selatan, Indonesia"
53371,"Palopo, Sulawesi Selatan, 91921, Indonesia"
53372,"Palu, Kecamatan Palu Timur, Palu, Sulawesi Tengah, 94222, Indonesia"
53373,"Pamekasan, Jawa Timur, Indonesia"
53374,"Pangkalpinang, Kepulauan Bangka Belitung, Indonesia"
53375,"Pangkalan Bun, Kalimantan Tengah, 74111, Indonesia"
53376,"Panjang, Papua Barat, Indonesia"
53377,"Parepare, Sulawesi Selatan, Indonesia"
53378,"Pasuruan, Jawa Timur, Indonesia"
53379,"Pati, Jawa Tengah, Indonesia"
53380,"Payakumbuh, Lima Puluh Kota, Sumatera Barat, 26261, Indonesia"
53381,"Pekalongan, Jawa Tengah, Indonesia"
53382,"Pekanbaru, Kabupaten Kampar, Riau, 28141, Indonesia"
53384,"Pemangkat, Sambas, Kalimantan Barat, Indonesia"
53385,"Kota Pematang Siantar, Kota Pematang Siantar–Simalungun, Sumatera Utara, Indonesia"
53386,"Polewali, Sulawesi Barat, 91314, Indonesia"
53387,"Ponorogo, Jawa Timur, Indonesia"
53388,"Pontianak, Kalimantan Barat, Indonesia"
53389,"Poso, Sulawesi Tengah, 94619, Indonesia"
53390,"Prabumulih, Sumatera Selatan, 31113, Indonesia"
53391,"Probolinggo, Jawa Timur, Indonesia"
53392,"Purbalingga, Jawa Tengah, Indonesia"
53393,"Purwakarta, Jawa Barat, 41113, Indonesia"
53394,"Purwokerto, Banyumas, Jawa Tengah, 53116, Indonesia"
53395,"Purworejo, Jawa Tengah, Indonesia"
53396,
53397,"Rengat, Kecamatan Rengat, Kabupaten Indragiri Hulu, Riau, Indonesia"
53398,"Salatiga, Jawa Tengah, Indonesia"
53399,"Samarinda, Kalimantan Timur, 75129, Indonesia"
53400,"Sampit, Kalimantan Tengah, 74322, Indonesia"
53401,"Selat Panjang, Siantan Hulu, Pontianak Utara, Pontianak, Kalimantan Barat, 78243, Indonesia"
53405,"Sengkang, Sulawesi Selatan, 90911, Indonesia"
53406,"Serang, Banten, Indonesia"
53407,"Sibolga, Kota Sibolga, Sumatera Utara, Indonesia"
53408,"Sidoarjo, Jawa Timur, Indonesia"
53409,"Sigli, Kota Sigli, Pidie, Aceh, 24111, Indonesia"
53410,"Singaraja, Bali, 81116, Indonesia"
53411,"Singkawang, Kalimantan Barat, 79113, Indonesia"
53412,"Situbondo, Jawa Timur, Indonesia"
53413,"Sorong, Papua Barat, 98411, Indonesia"
53414,"Subang, Jawa Barat, Indonesia"
53415,"Sukabumi, Jawa Barat, 43111, Indonesia"
53416,"Sumbawa Besar, Sumbawa, Nusa Tenggara Barat, 143214, Indonesia"
53417,"Sumedang, Jawa Barat, 45321, Indonesia"
53418,"Sumenep, Jawa Timur, Indonesia"
53419,
53426,"Surakarta, Jawa Tengah, Indonesia"
53429,"Tahuna, Kepulauan Sangihe, Sulawesi Utara, Indonesia"
53430,"Tangerang, Banten, Indonesia"
53431,"Tanjung Karang, Gorontalo, Indonesia"
53432,"Tanjungpinang, Kepulauan Riau, Indonesia"
53433,
53434,"Pulau Tarakan, Tarakan, Kalimantan Utara, Indonesia"
53435,"Tasikmalaya, Jawa Barat, 46131, Indonesia"
53436,"Pulau Tebingtinggi, Kabupaten Kepulauan Meranti, Riau, 28753, Indonesia"
53437,"Tegal, Jawa Tengah, Indonesia"
53438,"Temanggung, Jawa Tengah, Indonesia"
53439,"Tembilahan, Kecamatan Tembilahan, Kabupaten Indragiri Hilir, Riau, 29281, Indonesia"
53440,"Ternate, Maluku Utara, Indonesia"
53441,"Tg. Balai Kota Iii, Kota Tanjung Balai, Sumatera Utara, 21362, Indonesia"
53442,"Tg. Balai Kota I, Asahan, Sumatera Utara, 21362, Indonesia"
53443,"Tobelo, Halmahera Utara, Maluku Utara, 97762, Indonesia"
53444,"Tolitoli, Sulawesi Tengah, Indonesia"
53445,"Tuban, Jawa Timur, Indonesia"
53446,"Tulungagung, Jawa Timur, Indonesia"
53447,"Ujung Pandang, Makassar, Sulawesi Selatan, Indonesia"
53449,"Watansoppeng, Sulawesi Selatan, Indonesia"
53450,"Wonogiri, Jawa Tengah, Indonesia"
53451,"Wonokromo, Surabaya, Jawa Timur, 60224, Indonesia"
53452,"Wonosobo, Jawa Tengah, Indonesia"
53453,"Daerah Istimewa Yogyakarta, Indonesia"
53464,"Amlapura, Bali, 80811, Indonesia"
53465,"Bangli, Bali, 80613, Indonesia"
53468,"Semarapura, Bali, 80711, Indonesia"
53469,"Negara, Bali, 82212, Indonesia"
53470,"Peliatan, Ubud, Bali, 80571, Indonesia"
53472,"Tabanan, desa delod peken, Bali, 82114, Indonesia"
53719,"Lampung, Indonesia"
53738,"Merauke, Papua, 9961, Indonesia"
53740,"Surakarta, Jawa Tengah, Indonesia"
53755,"Andir, Bandung, Jawa Barat, Indonesia"
53764,"Bagan Siapi-api, Kecamatan Bangko, Kabupaten Rokan Hilir, Riau, 28911, Indonesia"
53770,"Bengkalis, Kecamatan Bengkalis, Kabupaten Bengkalis, Riau, 28712, Indonesia"
53772,"Bontang, Kalimantan Timur, 77435, Indonesia"
53801,"Kotabaru, Kalimantan Selatan, Indonesia"
53820,"Doro Raba, Bima, Nusa Tenggara Barat, Indonesia"
53834,"Tanjung Pandan, Belitung, Kepulauan Bangka Belitung, 33411, Indonesia"
53838,"Teluk Betung, Bandar Lampung, Lampung, 34223, Indonesia"
53922,"Dublin, County Dublin, Leinster, Éire / Ireland"
53927,"Abbeyfeale, The Municipal District of Newcastle West, County Limerick, Munster, Éire / Ireland"
53931,"Achill Island - Acaill, County Mayo, Connacht, F28X018, Éire / Ireland"
53945,"Dromod, Carrick-on-Shannon Municipal District, County Leitrim, Connacht, Éire / Ireland"
53949,"Kilronan, The Municipal District of Comeragh, County Waterford, Munster, Éire / Ireland"
53951,"Ardee, The Municipal District of Ardee, County Louth, Leinster, A92 H006, Éire / Ireland"
53952,"Clonmel, The Borough District of Clonmel, County Tipperary, Munster, E91N512, Éire / Ireland"
53953,"Arklow, Arklow No 1 Urban ED, The Municipal District of Arklow, County Wicklow, Leinster, Éire / Ireland"
53954,"Athboy, The Municipal District of Kells, County Meath, Leinster, Éire / Ireland"
53955,"Athea, The Municipal District of Newcastle West, County Limerick, Munster, Éire / Ireland"
53956,"Athenry, Athenry-Oranmore Municipal District, County Galway, Connacht, H65 WD54, Éire / Ireland"
53957,"Athlone, The Municipal District of Athlone — Moate, County Westmeath, Leinster, N37 N1F2, Éire / Ireland"
53958,"Athy, Athy Urban East ED, The Municipal District of Athy, County Kildare, Leinster, Éire / Ireland"
53961,"Rathdrum, The Municipal District of Arklow, County Wicklow, Leinster, A67 CX62, Éire / Ireland"
53963,"Ballybofey, Lifford-Stranorlar Municipal District, County Donegal, F93 Y27K, Éire / Ireland"
53965,"Dundalk, The Municipal District of Dundalk, County Louth, Leinster, A91 RC44, Éire / Ireland"
53966,"Muine Bheag, The Municipal District of Muinebeag, County Carlow, Leinster, R21 DR77, Éire / Ireland"
53967,"Ballaghaderreen, Boyle Municipal District, County Roscommon, Connacht, F45 XT73, Éire / Ireland"
53968,"Ballina, Ballina Municipal District, County Mayo, Connacht, F26 P6C1, Éire / Ireland"
53969,"Ballinamore, Ballinamore Municipal District, County Leitrim, Connacht, Éire / Ireland"
53970,"Ballinasloe, Ballinasloe Municipal District, County Galway, Connacht, H53 A7K7, Éire / Ireland"
53971,"Ballincollig, Cork, County Cork, Munster, P31 V085, Éire / Ireland"
53972,"Cork, County Cork, Munster, Éire / Ireland"
53973,"Ballivor, The Municipal District of Trim, County Meath, Leinster, Éire / Ireland"
53974,"Ballon, The Municipal District of Tullow, County Carlow, Leinster, Éire / Ireland"
53975,"Ballybay, Ballybay-Clones Municipal District, County Monaghan, Éire / Ireland"
53976,"Ballybunion, Listowel Municipal District, County Kerry, Munster, V31 E291, Éire / Ireland"
53977,"Ballyconnell, Cavan-Belturbet Municipal District, County Cavan, H14 EC99, Éire / Ireland"
53980,"Ballyhaunis, Claremorris-Swinford Municipal District, County Mayo, Connacht, F35 NF82, Éire / Ireland"
53981,"Ballyjamesduff, Ballyjamesduff Municipal District, County Cavan, Éire / Ireland"
53982,"Ballymahon, Ballymahon Municipal District, County Longford, Leinster, N39 YY27, Éire / Ireland"
53983,"Ballymote, Ballymote-Tubbercurry Municipal District, County Sligo, Connacht, F56 VK54, Éire / Ireland"
53984,"Ballymun, Ballymun D ED, Dublin, Dublin 9, Leinster, D09 C8P5, Éire / Ireland"
53985,"Enniscorthy, The Municipal District of Enniscorthy, County Wexford, Leinster, Y21 YV83, Éire / Ireland"
53987,"Ballyragget, The Municipal District of Castlecomer, County Kilkenny, Leinster, Éire / Ireland"
53988,"Donegal, Donegal Municipal District, County Donegal, F94 P028, Éire / Ireland"
53989,"Baltinglass, The Municipal District of Baltinglass, County Wicklow, Leinster, W91 YR44, Éire / Ireland"
53990,"Banagher, Birr, County Offaly, Leinster, R42 DE61, Éire / Ireland"
53991,"Bandon, The Municipal District of Bandon – Kinsale, County Cork, Munster, P72 AE35, Éire / Ireland"
54016,"Bantry, West Cork, County Cork, Munster, P75 XW35, Éire / Ireland"
54021,"Bennettsbridge, The Municipal District of Callan — Thomastown, County Kilkenny, Leinster, Éire / Ireland"
54022,"Castletownbere, West Cork, County Cork, Munster, P75 DK33, Éire / Ireland"
54023,"Birr, County Offaly, Leinster, Éire / Ireland"
54025,"Tallaght, South Dublin, Dublin 12, Leinster, D24 T99C, Éire / Ireland"
54028,"Blackrock, Dún Laoghaire-Rathdown, Dublin 4, Leinster, A94 RF20, Éire / Ireland"
54030,"Blanchardstown, Fingal, Dublin 20, Leinster, D15 NX98, Éire / Ireland"
54031,"Blarney, Blarney - Macroom, County Cork, Munster, T23 YA34, Éire / Ireland"
54032,"Blessington, The Municipal District of Baltinglass, County Wicklow, Leinster, W91 AC86, Éire / Ireland"
54046,"Borrisokane, The Municipal District of Nenagh, County Tipperary, Munster, E45 P861, Éire / Ireland"
54048,"Boyle, County Roscommon, Connacht, F52 KH95, Éire / Ireland"
54053,"Bray, The Municipal District of Bray, County Wicklow, Leinster, A98 V827, Éire / Ireland"
54058,"Bruff, The Municipal District of Cappamore — Kilmallock, County Limerick, Munster, Éire / Ireland"
54060,"Buncrana, Inishowen Municipal District, County Donegal, F93 C9X6, Éire / Ireland"
54061,"Buttevant, The Municipal District of Kanturk – Mallow, County Cork, Munster, P51 NW93, Éire / Ireland"
54062,"Cathair na Gaillimhe, County Galway, Connacht, Éire / Ireland"
54067,"White Strand Beach, Éire / Ireland"
54068,"Redgate, Limerick North Rural, The Metropolitan District of Limerick City, County Limerick, Munster, Éire / Ireland"
54069,"Cahir, The Municipal District of Cahir — Cashel, County Tipperary, Munster, E21H244, Éire / Ireland"
54070,"Callan, The Municipal District of Callan — Thomastown, County Kilkenny, Leinster, R95 Y640, Éire / Ireland"
54077,"Mullingar, The Municipal District of Mullingar — Kinnegad, County Westmeath, Leinster, N91 FY58, Éire / Ireland"
54078,"Askea RC Parish, Carlow Rural ED, The Municipal District of Carlow, County Carlow, Leinster, Éire / Ireland"
54079,"Carnew, The Municipal District of Baltinglass, County Wicklow, Leinster, Éire / Ireland"
54080,"Dún Laoghaire, Dún Laoghaire-Rathdown, Dublin 18, Leinster, A96 A258, Éire / Ireland"
54081,"Carrickmacross, Carrickmacross-Castleblaney Municipal District, County Monaghan, A81 X242, Éire / Ireland"
54082,"Carrick-on-Shannon, Carrick-on-Shannon Municipal District, County Leitrim, Connacht, N41 N9W4, Éire / Ireland"
54083,"Carrick-on-Suir, The Municipal District of Carrick-on-Suir, County Tipperary, Munster, E32 FK19, Éire / Ireland"
54084,"Cashel, The Municipal District of Cahir — Cashel, County Tipperary, Munster, E25 CX21, Éire / Ireland"
54085,"Kilbeggan Distillery, R446, Kilbeggan, The Municipal District of Athlone — Moate, County Westmeath, Leinster, Éire / Ireland"
54087,"Castlebar, Castlebar Municipal District, County Mayo, Connacht, F23 DP02, Éire / Ireland"
54088,"Castleblayney, Carrickmacross-Castleblaney Municipal District, County Monaghan, A75 YR58, Éire / Ireland"
54089,"Castlecomer, The Municipal District of Castlecomer, County Kilkenny, Leinster, Éire / Ireland"
54090,"Castleconnell, The Metropolitan District of Limerick City, County Limerick, Munster, Éire / Ireland"
54091,"Castledermot, The Municipal District of Athy, County Kildare, Leinster, Éire / Ireland"
54092,"Rochfortbridge, The Municipal District of Mullingar — Kinnegad, County Westmeath, Leinster, N91 AE6P, Éire / Ireland"
54093,"Castlepollard, The Municipal District of Mullingar — Kinnegad, County Westmeath, Leinster, N91 Y168, Éire / Ireland"
54094,"Castlerea, Roscommon Municipal District, County Roscommon, Connacht, F45 AW27, Éire / Ireland"
54096,"County Cavan, Éire / Ireland"
54097,"Celbridge, The Municipal District of Celbridge — Leixlip, County Kildare, Leinster, W23 A2Y6, Éire / Ireland"
54113,"Charleville, The Municipal District of Kanturk – Mallow, County Cork, Munster, P56 YA32, Éire / Ireland"
54133,"Tralee, Tralee Municipal District, County Kerry, Munster, Éire / Ireland"
54134,"Bridgetown, Killaloe Municipal District, County Clare, Munster, Éire / Ireland"
54136,"Clogherhead, The Borough District of Drogheda, County Louth, Leinster, Éire / Ireland"
54137,"Clondalkin, South Dublin, Dublin 20, Leinster, D22 E9X5, Éire / Ireland"
54138,"Clones, Ballybay-Clones Municipal District, County Monaghan, H23 FK29, Éire / Ireland"
54142,"Naas, The Municipal District of Naas, County Kildare, Leinster, Éire / Ireland"
54143,"County Meath, Leinster, Éire / Ireland"
54144,"Cobh, Cobh Municipal District, County Cork, Munster, P24 Y560, Éire / Ireland"
54147,"Askeaton, The Municipal District of Adare — Rathkeale, County Limerick, Munster, Éire / Ireland"
54148,"Collon, The Municipal District of Ardee, County Louth, Leinster, A92 K168, Éire / Ireland"
54149,"Collooney, Sligo Municipal Borough District, County Sligo, Connacht, F91R2T9, Éire / Ireland"
54151,"Dingle, Kenmare Municipal District, County Kerry, Munster, Éire / Ireland"
54152,"Indreabhán, Cill Chuimín, Conamara Municipal District, County Galway, Connacht, Éire / Ireland"
54154,
54158,"Carlingford, The Municipal District of Dundalk, County Louth, Leinster, A91 TRR6, Éire / Ireland"
54159,"Cootehill, Bailieborough-Cootehill Municipal District, County Cavan, H16 Y225, Éire / Ireland"
54168,"Crosshaven, County Cork, Munster, P43 XV65, Éire / Ireland"
54171,"Dalkey, Railway Road, Dalkey Hill ED, Dalkey, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 WV38, Éire / Ireland"
54173,"Bailieborough, Bailieborough-Cootehill Municipal District, County Cavan, A82 NX86, Éire / Ireland"
54174,"Balbriggan, Fingal, Dublin 17, Leinster, K32 TW27, Éire / Ireland"
54183,"Carndonagh, Inishowen Municipal District, County Donegal, F93XD74, Éire / Ireland"
54194,"Drogheda, The Borough District of Drogheda, County Louth, Leinster, A92DKR0, Éire / Ireland"
54446,"An Clochán Liath, Glenties Municipal District, County Donegal, F94 W974, Éire / Ireland"
54447,"Ennis, Ennis Municipal District, County Clare, Munster, V95NVF1, Éire / Ireland"
54448,"Fermoy, The Municipal District of Fermoy, County Cork, Munster, P61TX64, Éire / Ireland"
